session_name,topic,practice_url,question_number,question,option_1,option_2,option_3
You have NYC Taxi trips in Databricks with columns: pickup_hour (0–23) and fare_amount. You want to find the hour with the lowest fare variability. Select all that apply.,Databricks,https://app.datacamp.com/learn/practice/p/cabcb21a-22fb-4167-8425-30ea6e262441,3,"You have NYC Taxi trips in Databricks with columns: pickup_hour (0–23) and fare_amount. You want to find the hour with the lowest fare variability. Select all that apply. You plan to create a line chart in Databricks from a query grouped by pickup_hour. If you use AVG(fare_amount) instead of STDDEV(fare_amount), you will still be measuring variability. You can hover over points in the line chart to read values and identify the minimum hour. A line chart is appropriate because pickup_hour is ordered and can be treated as a continuous/ordinal X-axis. Use a query that computes STDDEV(fare_amount) grouped by pickup_hour, then plot pickup_hour on X and the stddev on Y. Using COUNT(*) on Y would directly show variability in fares for each hour. Keyboard Shortcuts List","You have NYC Taxi trips in Databricks with columns: pickup_hour (0–23) and fare_amount. You want to find the hour with the lowest fare variability. Select all that apply. You plan to create a line chart in Databricks from a query grouped by pickup_hour. If you use AVG(fare_amount) instead of STDDEV(fare_amount), you will still be measuring variability. You can hover over points in the line chart to read values and identify the minimum hour. A line chart is appropriate because pickup_hour is ordered and can be treated as a continuous/ordinal X-axis. Use a query that computes STDDEV(fare_amount) grouped by pickup_hour, then plot pickup_hour on X and the stddev on Y. Using COUNT(*) on Y would directly show variability in fares for each hour. Keyboard Shortcuts List",,
Which of the following is NOT typically considered PII under most privacy laws?,Theory,https://app.datacamp.com/learn/practice/p/a8df3abd-1da8-4af6-b8ba-16702f3586d4,1,Which of the following is NOT typically considered PII under most privacy laws?,Email address Browser type IP address Physical address Keyboard Shortcuts List,,
Which of the following is NOT typically considered PII under most privacy laws?,Theory,https://app.datacamp.com/learn/practice/p/a8df3abd-1da8-4af6-b8ba-16702f3586d4,2,Which of the following is NOT typically considered PII under most privacy laws?,Email address Browser type IP address Physical address Keyboard Shortcuts List,,
Which of the following is NOT typically considered PII under most privacy laws?,Theory,https://app.datacamp.com/learn/practice/p/a8df3abd-1da8-4af6-b8ba-16702f3586d4,3,Which of the following is NOT typically considered PII under most privacy laws?,Email address Browser type IP address Physical address Keyboard Shortcuts List,,
You'll visualize how power changes with sample size for multiple effect sizes. Begin by importing the power analysis class from statsmodels.,Python,https://app.datacamp.com/learn/practice/p/1aac5414-0be7-46b5-abab-615b6397e426,1,You'll visualize how power changes with sample size for multiple effect sizes. Begin by importing the power analysis class from statsmodels. # Build your code below: from statsmodels.stats.power import zt_ind_solve_power from statsmodels.stats.power import TTestIndPower import statsmodels.stats.power as TTestIndPower from statsmodels.stats.proportion import proportion_effectsize,You'll visualize how power changes with sample size for multiple effect sizes. Begin by importing the power analysis class from statsmodels. # Build your code below: from statsmodels.stats.power import zt_ind_solve_power from statsmodels.stats.power import TTestIndPower import statsmodels.stats.power as TTestIndPower from statsmodels.stats.proportion import proportion_effectsize,,
You'll visualize how power changes with sample size for multiple effect sizes. Begin by importing the power analysis class from statsmodels.,Python,https://app.datacamp.com/learn/practice/p/1aac5414-0be7-46b5-abab-615b6397e426,2,You'll visualize how power changes with sample size for multiple effect sizes. Begin by importing the power analysis class from statsmodels. # Build your code below: from statsmodels.stats.power import zt_ind_solve_power from statsmodels.stats.power import TTestIndPower import statsmodels.stats.power as TTestIndPower from statsmodels.stats.proportion import proportion_effectsize,You'll visualize how power changes with sample size for multiple effect sizes. Begin by importing the power analysis class from statsmodels. # Build your code below: from statsmodels.stats.power import zt_ind_solve_power from statsmodels.stats.power import TTestIndPower import statsmodels.stats.power as TTestIndPower from statsmodels.stats.proportion import proportion_effectsize,,
You'll visualize how power changes with sample size for multiple effect sizes. Begin by importing the power analysis class from statsmodels.,Python,https://app.datacamp.com/learn/practice/p/1aac5414-0be7-46b5-abab-615b6397e426,3,You'll visualize how power changes with sample size for multiple effect sizes. Begin by importing the power analysis class from statsmodels. # Build your code below: from statsmodels.stats.power import zt_ind_solve_power from statsmodels.stats.power import TTestIndPower import statsmodels.stats.power as TTestIndPower from statsmodels.stats.proportion import proportion_effectsize,You'll visualize how power changes with sample size for multiple effect sizes. Begin by importing the power analysis class from statsmodels. # Build your code below: from statsmodels.stats.power import zt_ind_solve_power from statsmodels.stats.power import TTestIndPower import statsmodels.stats.power as TTestIndPower from statsmodels.stats.proportion import proportion_effectsize,,
Fill in the blanks to compare metrics between your current branch and the main branch:,Shell,https://app.datacamp.com/learn/practice/p/554b7401-ccd0-4d9f-ba3e-3544cb65b9bb,1,Fill in the blanks to compare metrics between your current branch and the main branch: git fetch origin main dvc metrics diff ?,plots main show add Clear Keyboard Shortcuts List,,
Fill in the blanks to compare metrics between your current branch and the main branch:,Shell,https://app.datacamp.com/learn/practice/p/554b7401-ccd0-4d9f-ba3e-3544cb65b9bb,2,Fill in the blanks to compare metrics between your current branch and the main branch: git fetch origin main dvc metrics diff ?,plots main show add Clear Keyboard Shortcuts List,,
Fill in the blanks to compare metrics between your current branch and the main branch:,Shell,https://app.datacamp.com/learn/practice/p/554b7401-ccd0-4d9f-ba3e-3544cb65b9bb,3,Fill in the blanks to compare metrics between your current branch and the main branch: git fetch origin main dvc metrics diff ?,plots main show add Clear Keyboard Shortcuts List,,
You'll tune a random forest with a parameter grid and pick the best test R-squared. Begin by importing the grid utility and the regressor.,Python,https://app.datacamp.com/learn/practice/p/e149117a-a746-498a-b20b-a65f1a7a881a,1,You'll tune a random forest with a parameter grid and pick the best test R-squared. Begin by importing the grid utility and the regressor. # Build your code below: from sklearn.model_selection import ParameterGrid from sklearn.ensemble import RandomForestRegressor from sklearn.model_selection import GridSearchCV from sklearn.ensemble import RandomForestRegressor import ParameterGrid from sklearn.model_selection from sklearn.ensemble import RandomForestRegressor from sklearn.model_selection import ParameterGrid from sklearn.ensemble import RandomForestClassifier,You'll tune a random forest with a parameter grid and pick the best test R-squared. Begin by importing the grid utility and the regressor. # Build your code below: from sklearn.model_selection import ParameterGrid from sklearn.ensemble import RandomForestRegressor from sklearn.model_selection import GridSearchCV from sklearn.ensemble import RandomForestRegressor import ParameterGrid from sklearn.model_selection from sklearn.ensemble import RandomForestRegressor from sklearn.model_selection import ParameterGrid from sklearn.ensemble import RandomForestClassifier,,
You'll tune a random forest with a parameter grid and pick the best test R-squared. Begin by importing the grid utility and the regressor.,Python,https://app.datacamp.com/learn/practice/p/e149117a-a746-498a-b20b-a65f1a7a881a,2,You'll tune a random forest with a parameter grid and pick the best test R-squared. Begin by importing the grid utility and the regressor. # Build your code below: from sklearn.model_selection import ParameterGrid from sklearn.ensemble import RandomForestRegressor from sklearn.model_selection import GridSearchCV from sklearn.ensemble import RandomForestRegressor import ParameterGrid from sklearn.model_selection from sklearn.ensemble import RandomForestRegressor from sklearn.model_selection import ParameterGrid from sklearn.ensemble import RandomForestClassifier,You'll tune a random forest with a parameter grid and pick the best test R-squared. Begin by importing the grid utility and the regressor. # Build your code below: from sklearn.model_selection import ParameterGrid from sklearn.ensemble import RandomForestRegressor from sklearn.model_selection import GridSearchCV from sklearn.ensemble import RandomForestRegressor import ParameterGrid from sklearn.model_selection from sklearn.ensemble import RandomForestRegressor from sklearn.model_selection import ParameterGrid from sklearn.ensemble import RandomForestClassifier,,
You'll tune a random forest with a parameter grid and pick the best test R-squared. Begin by importing the grid utility and the regressor.,Python,https://app.datacamp.com/learn/practice/p/e149117a-a746-498a-b20b-a65f1a7a881a,3,You'll tune a random forest with a parameter grid and pick the best test R-squared. Begin by importing the grid utility and the regressor. # Build your code below: from sklearn.model_selection import ParameterGrid from sklearn.ensemble import RandomForestRegressor from sklearn.model_selection import GridSearchCV from sklearn.ensemble import RandomForestRegressor import ParameterGrid from sklearn.model_selection from sklearn.ensemble import RandomForestRegressor from sklearn.model_selection import ParameterGrid from sklearn.ensemble import RandomForestClassifier,You'll tune a random forest with a parameter grid and pick the best test R-squared. Begin by importing the grid utility and the regressor. # Build your code below: from sklearn.model_selection import ParameterGrid from sklearn.ensemble import RandomForestRegressor from sklearn.model_selection import GridSearchCV from sklearn.ensemble import RandomForestRegressor import ParameterGrid from sklearn.model_selection from sklearn.ensemble import RandomForestRegressor from sklearn.model_selection import ParameterGrid from sklearn.ensemble import RandomForestClassifier,,
Fill in the blanks to compute the macro average F1 score for a model's predictions:,Python,https://app.datacamp.com/learn/practice/p/a00aac2e-06f8-4ff7-b899-2bed9fc461a9,1,"Fill in the blanks to compute the macro average F1 score for a model's predictions: from sklearn.metrics import precision_recall_fscore_support macro_f1 = precision_recall_fscore_support(y_test, preds, average= ?",)[,binary macro,Clear Keyboard Shortcuts List
Fill in the blanks to compute the macro average F1 score for a model's predictions:,Python,https://app.datacamp.com/learn/practice/p/a00aac2e-06f8-4ff7-b899-2bed9fc461a9,2,"Fill in the blanks to compute the macro average F1 score for a model's predictions: from sklearn.metrics import precision_recall_fscore_support macro_f1 = precision_recall_fscore_support(y_test, preds, average= ?",)[,binary macro,Clear Keyboard Shortcuts List
Fill in the blanks to compute the macro average F1 score for a model's predictions:,Python,https://app.datacamp.com/learn/practice/p/a00aac2e-06f8-4ff7-b899-2bed9fc461a9,3,"Fill in the blanks to compute the macro average F1 score for a model's predictions: from sklearn.metrics import precision_recall_fscore_support macro_f1 = precision_recall_fscore_support(y_test, preds, average= ?",)[,binary macro,Clear Keyboard Shortcuts List
You'll build a query that returns total sales per customer using a subquery. Start by selecting customer_id and a computed line_total from the order line table.,Snowflake,https://app.datacamp.com/learn/practice/p/da910abd-40eb-4745-a801-51f2b52b9110,1,"You'll build a query that returns total sales per customer using a subquery. Start by selecting customer_id and a computed line_total from the order line table. -- Build your query below: SELECT customer_id, quantity * unit_price AS line_total SELECT customer_id, quantity + unit_price AS line_total SELECT customer_id, unit_price * unit_price AS line_total SELECT customer_id, SUM(quantity * unit_price) AS line_total","You'll build a query that returns total sales per customer using a subquery. Start by selecting customer_id and a computed line_total from the order line table. -- Build your query below: SELECT customer_id, quantity * unit_price AS line_total SELECT customer_id, quantity + unit_price AS line_total SELECT customer_id, unit_price * unit_price AS line_total SELECT customer_id, SUM(quantity * unit_price) AS line_total",,
You'll build a query that returns total sales per customer using a subquery. Start by selecting customer_id and a computed line_total from the order line table.,Snowflake,https://app.datacamp.com/learn/practice/p/da910abd-40eb-4745-a801-51f2b52b9110,2,"You'll build a query that returns total sales per customer using a subquery. Start by selecting customer_id and a computed line_total from the order line table. -- Build your query below: SELECT customer_id, quantity * unit_price AS line_total SELECT customer_id, quantity + unit_price AS line_total SELECT customer_id, unit_price * unit_price AS line_total SELECT customer_id, SUM(quantity * unit_price) AS line_total","You'll build a query that returns total sales per customer using a subquery. Start by selecting customer_id and a computed line_total from the order line table. -- Build your query below: SELECT customer_id, quantity * unit_price AS line_total SELECT customer_id, quantity + unit_price AS line_total SELECT customer_id, unit_price * unit_price AS line_total SELECT customer_id, SUM(quantity * unit_price) AS line_total",,
You'll build a query that returns total sales per customer using a subquery. Start by selecting customer_id and a computed line_total from the order line table.,Snowflake,https://app.datacamp.com/learn/practice/p/da910abd-40eb-4745-a801-51f2b52b9110,3,"You'll build a query that returns total sales per customer using a subquery. Start by selecting customer_id and a computed line_total from the order line table. -- Build your query below: SELECT customer_id, quantity * unit_price AS line_total SELECT customer_id, quantity + unit_price AS line_total SELECT customer_id, unit_price * unit_price AS line_total SELECT customer_id, SUM(quantity * unit_price) AS line_total","You'll build a query that returns total sales per customer using a subquery. Start by selecting customer_id and a computed line_total from the order line table. -- Build your query below: SELECT customer_id, quantity * unit_price AS line_total SELECT customer_id, quantity + unit_price AS line_total SELECT customer_id, unit_price * unit_price AS line_total SELECT customer_id, SUM(quantity * unit_price) AS line_total",,
"GreenThrive's social media manager has several tasks to complete. A custom AI assistant is most useful when a task is repeated often and needs the same specialized context, rules, and brand voice each time.",Microsoft Copilot,https://app.datacamp.com/learn/practice/p/5750a3cf-d3ed-4f2a-8bc1-28d813310052,1,"GreenThrive's social media manager has several tasks to complete. A custom AI assistant is most useful when a task is repeated often and needs the same specialized context, rules, and brand voice each time. Which task is the best fit for a custom AI assistant?",Looking up the current weather before a team offsite Setting a personal timer for a lunch break Asking for one quick joke to share internally with no brand requirements Drafting weekly GreenThrive social captions that must consistently match the company's brand voice Keyboard Shortcuts List,,
"GreenThrive's social media manager has several tasks to complete. A custom AI assistant is most useful when a task is repeated often and needs the same specialized context, rules, and brand voice each time.",Microsoft Copilot,https://app.datacamp.com/learn/practice/p/5750a3cf-d3ed-4f2a-8bc1-28d813310052,2,"GreenThrive's social media manager has several tasks to complete. A custom AI assistant is most useful when a task is repeated often and needs the same specialized context, rules, and brand voice each time. Which task is the best fit for a custom AI assistant?",Looking up the current weather before a team offsite Setting a personal timer for a lunch break Asking for one quick joke to share internally with no brand requirements Drafting weekly GreenThrive social captions that must consistently match the company's brand voice Keyboard Shortcuts List,,
"GreenThrive's social media manager has several tasks to complete. A custom AI assistant is most useful when a task is repeated often and needs the same specialized context, rules, and brand voice each time.",Microsoft Copilot,https://app.datacamp.com/learn/practice/p/5750a3cf-d3ed-4f2a-8bc1-28d813310052,3,"GreenThrive's social media manager has several tasks to complete. A custom AI assistant is most useful when a task is repeated often and needs the same specialized context, rules, and brand voice each time. Which task is the best fit for a custom AI assistant?",Looking up the current weather before a team offsite Setting a personal timer for a lunch break Asking for one quick joke to share internally with no brand requirements Drafting weekly GreenThrive social captions that must consistently match the company's brand voice Keyboard Shortcuts List,,
A learner uses Gemini in Google Sheets and types this prompt:,Gemini,https://app.datacamp.com/learn/practice/p/2681c3cc-9067-423f-a485-f491e4b85758,1,"A learner uses Gemini in Google Sheets and types this prompt: Create a vendor schedule template with columns for Vendor Name, Service Date, Contact Person, Status, and Notes. Gemini returns a table the learner likes. The learner now wants to try a different prompt but also keep the current table. What should they do first?","Ask Gemini to convert the table into a diagram so it is saved. Insert the current template into the sheet before asking Gemini for another version. Enter the new prompt immediately, because Gemini always keeps previous generated output unchanged. Replace the current prompt with a vague one so Gemini remembers the original better. Keyboard Shortcuts List",,
A learner uses Gemini in Google Sheets and types this prompt:,Gemini,https://app.datacamp.com/learn/practice/p/2681c3cc-9067-423f-a485-f491e4b85758,2,"A learner uses Gemini in Google Sheets and types this prompt: Create a vendor schedule template with columns for Vendor Name, Service Date, Contact Person, Status, and Notes. Gemini returns a table the learner likes. The learner now wants to try a different prompt but also keep the current table. What should they do first?","Ask Gemini to convert the table into a diagram so it is saved. Insert the current template into the sheet before asking Gemini for another version. Enter the new prompt immediately, because Gemini always keeps previous generated output unchanged. Replace the current prompt with a vague one so Gemini remembers the original better. Keyboard Shortcuts List",,
A learner uses Gemini in Google Sheets and types this prompt:,Gemini,https://app.datacamp.com/learn/practice/p/2681c3cc-9067-423f-a485-f491e4b85758,3,"A learner uses Gemini in Google Sheets and types this prompt: Create a vendor schedule template with columns for Vendor Name, Service Date, Contact Person, Status, and Notes. Gemini returns a table the learner likes. The learner now wants to try a different prompt but also keep the current table. What should they do first?","Ask Gemini to convert the table into a diagram so it is saved. Insert the current template into the sheet before asking Gemini for another version. Enter the new prompt immediately, because Gemini always keeps previous generated output unchanged. Replace the current prompt with a vague one so Gemini remembers the original better. Keyboard Shortcuts List",,
preds_combined has:,R,https://app.datacamp.com/learn/practice/p/c443f6c3-bc8d-40a8-935a-843850738564,1,"preds_combined has: still_customer (truth: ""no""/""yes"") preds_tree, preds_bagging, preds_forest, preds_boosting (probability of ""yes"") You want a tibble with one row per model and its AUC, labeled by model. Which code snippets do that? Select all that apply. preds_combined %>% pivot_longer(starts_with(""preds_""), names_to=""model"", values_to=""pred"") %>% group_by(model) %>% roc_auc(truth=still_customer, estimate=pred) bind_rows( tree = roc_auc(preds_combined, truth=still_customer, estimate=preds_tree), bagging = roc_auc(preds_combined, truth=still_customer, estimate=preds_bagging), forest = roc_auc(preds_combined, truth=still_customer, estimate=preds_forest), boosting = roc_auc(preds_combined, truth=still_customer, estimate=preds_boosting), .id=""model"" ) list( tree=roc_auc(preds_combined, truth=still_customer, estimate=preds_tree), bagging=roc_auc(preds_combined, truth=still_customer, estimate=preds_bagging), forest=roc_auc(preds_combined, truth=still_customer, estimate=preds_forest), boosting=roc_auc(preds_combined, truth=still_customer, estimate=preds_boosting) ) %>% bind_rows(.id=""model"") preds_combined %>% group_by(still_customer) %>% roc_auc(truth=still_customer, estimate=preds_boosting) bind_cols(roc_auc(preds_combined, truth=still_customer, estimate=preds_tree), roc_auc(preds_combined, truth=still_customer, estimate=preds_bagging)) Keyboard Shortcuts List","preds_combined has: still_customer (truth: ""no""/""yes"") preds_tree, preds_bagging, preds_forest, preds_boosting (probability of ""yes"") You want a tibble with one row per model and its AUC, labeled by model. Which code snippets do that? Select all that apply. preds_combined %>% pivot_longer(starts_with(""preds_""), names_to=""model"", values_to=""pred"") %>% group_by(model) %>% roc_auc(truth=still_customer, estimate=pred) bind_rows( tree = roc_auc(preds_combined, truth=still_customer, estimate=preds_tree), bagging = roc_auc(preds_combined, truth=still_customer, estimate=preds_bagging), forest = roc_auc(preds_combined, truth=still_customer, estimate=preds_forest), boosting = roc_auc(preds_combined, truth=still_customer, estimate=preds_boosting), .id=""model"" ) list( tree=roc_auc(preds_combined, truth=still_customer, estimate=preds_tree), bagging=roc_auc(preds_combined, truth=still_customer, estimate=preds_bagging), forest=roc_auc(preds_combined, truth=still_customer, estimate=preds_forest), boosting=roc_auc(preds_combined, truth=still_customer, estimate=preds_boosting) ) %>% bind_rows(.id=""model"") preds_combined %>% group_by(still_customer) %>% roc_auc(truth=still_customer, estimate=preds_boosting) bind_cols(roc_auc(preds_combined, truth=still_customer, estimate=preds_tree), roc_auc(preds_combined, truth=still_customer, estimate=preds_bagging)) Keyboard Shortcuts List",,
preds_combined has:,R,https://app.datacamp.com/learn/practice/p/c443f6c3-bc8d-40a8-935a-843850738564,2,"preds_combined has: still_customer (truth: ""no""/""yes"") preds_tree, preds_bagging, preds_forest, preds_boosting (probability of ""yes"") You want a tibble with one row per model and its AUC, labeled by model. Which code snippets do that? Select all that apply. preds_combined %>% pivot_longer(starts_with(""preds_""), names_to=""model"", values_to=""pred"") %>% group_by(model) %>% roc_auc(truth=still_customer, estimate=pred) bind_rows( tree = roc_auc(preds_combined, truth=still_customer, estimate=preds_tree), bagging = roc_auc(preds_combined, truth=still_customer, estimate=preds_bagging), forest = roc_auc(preds_combined, truth=still_customer, estimate=preds_forest), boosting = roc_auc(preds_combined, truth=still_customer, estimate=preds_boosting), .id=""model"" ) list( tree=roc_auc(preds_combined, truth=still_customer, estimate=preds_tree), bagging=roc_auc(preds_combined, truth=still_customer, estimate=preds_bagging), forest=roc_auc(preds_combined, truth=still_customer, estimate=preds_forest), boosting=roc_auc(preds_combined, truth=still_customer, estimate=preds_boosting) ) %>% bind_rows(.id=""model"") preds_combined %>% group_by(still_customer) %>% roc_auc(truth=still_customer, estimate=preds_boosting) bind_cols(roc_auc(preds_combined, truth=still_customer, estimate=preds_tree), roc_auc(preds_combined, truth=still_customer, estimate=preds_bagging)) Keyboard Shortcuts List","preds_combined has: still_customer (truth: ""no""/""yes"") preds_tree, preds_bagging, preds_forest, preds_boosting (probability of ""yes"") You want a tibble with one row per model and its AUC, labeled by model. Which code snippets do that? Select all that apply. preds_combined %>% pivot_longer(starts_with(""preds_""), names_to=""model"", values_to=""pred"") %>% group_by(model) %>% roc_auc(truth=still_customer, estimate=pred) bind_rows( tree = roc_auc(preds_combined, truth=still_customer, estimate=preds_tree), bagging = roc_auc(preds_combined, truth=still_customer, estimate=preds_bagging), forest = roc_auc(preds_combined, truth=still_customer, estimate=preds_forest), boosting = roc_auc(preds_combined, truth=still_customer, estimate=preds_boosting), .id=""model"" ) list( tree=roc_auc(preds_combined, truth=still_customer, estimate=preds_tree), bagging=roc_auc(preds_combined, truth=still_customer, estimate=preds_bagging), forest=roc_auc(preds_combined, truth=still_customer, estimate=preds_forest), boosting=roc_auc(preds_combined, truth=still_customer, estimate=preds_boosting) ) %>% bind_rows(.id=""model"") preds_combined %>% group_by(still_customer) %>% roc_auc(truth=still_customer, estimate=preds_boosting) bind_cols(roc_auc(preds_combined, truth=still_customer, estimate=preds_tree), roc_auc(preds_combined, truth=still_customer, estimate=preds_bagging)) Keyboard Shortcuts List",,
preds_combined has:,R,https://app.datacamp.com/learn/practice/p/c443f6c3-bc8d-40a8-935a-843850738564,3,"preds_combined has: still_customer (truth: ""no""/""yes"") preds_tree, preds_bagging, preds_forest, preds_boosting (probability of ""yes"") You want a tibble with one row per model and its AUC, labeled by model. Which code snippets do that? Select all that apply. preds_combined %>% pivot_longer(starts_with(""preds_""), names_to=""model"", values_to=""pred"") %>% group_by(model) %>% roc_auc(truth=still_customer, estimate=pred) bind_rows( tree = roc_auc(preds_combined, truth=still_customer, estimate=preds_tree), bagging = roc_auc(preds_combined, truth=still_customer, estimate=preds_bagging), forest = roc_auc(preds_combined, truth=still_customer, estimate=preds_forest), boosting = roc_auc(preds_combined, truth=still_customer, estimate=preds_boosting), .id=""model"" ) list( tree=roc_auc(preds_combined, truth=still_customer, estimate=preds_tree), bagging=roc_auc(preds_combined, truth=still_customer, estimate=preds_bagging), forest=roc_auc(preds_combined, truth=still_customer, estimate=preds_forest), boosting=roc_auc(preds_combined, truth=still_customer, estimate=preds_boosting) ) %>% bind_rows(.id=""model"") preds_combined %>% group_by(still_customer) %>% roc_auc(truth=still_customer, estimate=preds_boosting) bind_cols(roc_auc(preds_combined, truth=still_customer, estimate=preds_tree), roc_auc(preds_combined, truth=still_customer, estimate=preds_bagging)) Keyboard Shortcuts List","preds_combined has: still_customer (truth: ""no""/""yes"") preds_tree, preds_bagging, preds_forest, preds_boosting (probability of ""yes"") You want a tibble with one row per model and its AUC, labeled by model. Which code snippets do that? Select all that apply. preds_combined %>% pivot_longer(starts_with(""preds_""), names_to=""model"", values_to=""pred"") %>% group_by(model) %>% roc_auc(truth=still_customer, estimate=pred) bind_rows( tree = roc_auc(preds_combined, truth=still_customer, estimate=preds_tree), bagging = roc_auc(preds_combined, truth=still_customer, estimate=preds_bagging), forest = roc_auc(preds_combined, truth=still_customer, estimate=preds_forest), boosting = roc_auc(preds_combined, truth=still_customer, estimate=preds_boosting), .id=""model"" ) list( tree=roc_auc(preds_combined, truth=still_customer, estimate=preds_tree), bagging=roc_auc(preds_combined, truth=still_customer, estimate=preds_bagging), forest=roc_auc(preds_combined, truth=still_customer, estimate=preds_forest), boosting=roc_auc(preds_combined, truth=still_customer, estimate=preds_boosting) ) %>% bind_rows(.id=""model"") preds_combined %>% group_by(still_customer) %>% roc_auc(truth=still_customer, estimate=preds_boosting) bind_cols(roc_auc(preds_combined, truth=still_customer, estimate=preds_tree), roc_auc(preds_combined, truth=still_customer, estimate=preds_bagging)) Keyboard Shortcuts List",,
"You mean-impute humidity and then want a column that labels each value as ""Imputed"" or ""Observed"" for plotting.",R,https://app.datacamp.com/learn/practice/p/5a0dff03-2fcc-44db-89cd-a800217d6a15,1,"You mean-impute humidity and then want a column that labels each value as ""Imputed"" or ""Observed"" for plotting. Given: library(naniar) nb <- oceanbuoys %>% bind_shadow() %>% impute_mean(humidity) Which line adds the label column used in naniar examples?",nb2 <- nb %>% add_label_shadow() nb2 <- nb %>% bind_shadow() nb2 <- nb %>% impute_mean_all() nb2 <- nb %>% shadow_long() Keyboard Shortcuts List,,
"You mean-impute humidity and then want a column that labels each value as ""Imputed"" or ""Observed"" for plotting.",R,https://app.datacamp.com/learn/practice/p/5a0dff03-2fcc-44db-89cd-a800217d6a15,2,"You mean-impute humidity and then want a column that labels each value as ""Imputed"" or ""Observed"" for plotting. Given: library(naniar) nb <- oceanbuoys %>% bind_shadow() %>% impute_mean(humidity) Which line adds the label column used in naniar examples?",nb2 <- nb %>% add_label_shadow() nb2 <- nb %>% bind_shadow() nb2 <- nb %>% impute_mean_all() nb2 <- nb %>% shadow_long() Keyboard Shortcuts List,,
"You mean-impute humidity and then want a column that labels each value as ""Imputed"" or ""Observed"" for plotting.",R,https://app.datacamp.com/learn/practice/p/5a0dff03-2fcc-44db-89cd-a800217d6a15,3,"You mean-impute humidity and then want a column that labels each value as ""Imputed"" or ""Observed"" for plotting. Given: library(naniar) nb <- oceanbuoys %>% bind_shadow() %>% impute_mean(humidity) Which line adds the label column used in naniar examples?",nb2 <- nb %>% add_label_shadow() nb2 <- nb %>% bind_shadow() nb2 <- nb %>% impute_mean_all() nb2 <- nb %>% shadow_long() Keyboard Shortcuts List,,
You'll build a scatter plot with a styled legend and richer hover info. Begin by importing Plotly Express as px.,Python,https://app.datacamp.com/learn/practice/p/3f8f4a46-5125-4756-9fc0-d8d8b71ca979,1,You'll build a scatter plot with a styled legend and richer hover info. Begin by importing Plotly Express as px. # Build your code below: import plotly.express as px import plotly.express as plx import plotly as px from plotly.graph_objects import px,You'll build a scatter plot with a styled legend and richer hover info. Begin by importing Plotly Express as px. # Build your code below: import plotly.express as px import plotly.express as plx import plotly as px from plotly.graph_objects import px,,
You'll build a scatter plot with a styled legend and richer hover info. Begin by importing Plotly Express as px.,Python,https://app.datacamp.com/learn/practice/p/3f8f4a46-5125-4756-9fc0-d8d8b71ca979,2,You'll build a scatter plot with a styled legend and richer hover info. Begin by importing Plotly Express as px. # Build your code below: import plotly.express as px import plotly.express as plx import plotly as px from plotly.graph_objects import px,You'll build a scatter plot with a styled legend and richer hover info. Begin by importing Plotly Express as px. # Build your code below: import plotly.express as px import plotly.express as plx import plotly as px from plotly.graph_objects import px,,
You'll build a scatter plot with a styled legend and richer hover info. Begin by importing Plotly Express as px.,Python,https://app.datacamp.com/learn/practice/p/3f8f4a46-5125-4756-9fc0-d8d8b71ca979,3,You'll build a scatter plot with a styled legend and richer hover info. Begin by importing Plotly Express as px. # Build your code below: import plotly.express as px import plotly.express as plx import plotly as px from plotly.graph_objects import px,You'll build a scatter plot with a styled legend and richer hover info. Begin by importing Plotly Express as px. # Build your code below: import plotly.express as px import plotly.express as plx import plotly as px from plotly.graph_objects import px,,
"Hands-on scenario: After merging customer and order data, you only want rows where CustomerID equals 105. In Power Query (Dataflows Gen2), apply the",Azure,https://app.datacamp.com/learn/practice/p/2b517505-14ef-4c04-8fd9-002d82c71e68,1,"Hands-on scenario: After merging customer and order data, you only want rows where CustomerID equals 105. In Power Query (Dataflows Gen2), apply the ?",transformation on the CustomerID column. Group By Filter Rows Append Queries Split Column Pivot Column Keep Errors Clear Keyboard Shortcuts List,,
"Hands-on scenario: After merging customer and order data, you only want rows where CustomerID equals 105. In Power Query (Dataflows Gen2), apply the",Azure,https://app.datacamp.com/learn/practice/p/2b517505-14ef-4c04-8fd9-002d82c71e68,2,"Hands-on scenario: After merging customer and order data, you only want rows where CustomerID equals 105. In Power Query (Dataflows Gen2), apply the ?",transformation on the CustomerID column. Group By Filter Rows Append Queries Split Column Pivot Column Keep Errors Clear Keyboard Shortcuts List,,
"Hands-on scenario: After merging customer and order data, you only want rows where CustomerID equals 105. In Power Query (Dataflows Gen2), apply the",Azure,https://app.datacamp.com/learn/practice/p/2b517505-14ef-4c04-8fd9-002d82c71e68,3,"Hands-on scenario: After merging customer and order data, you only want rows where CustomerID equals 105. In Power Query (Dataflows Gen2), apply the ?",transformation on the CustomerID column. Group By Filter Rows Append Queries Split Column Pivot Column Keep Errors Clear Keyboard Shortcuts List,,
You'll compute semideviation and a Sortino ratio from monthly returns. Begin by importing math.,Google Sheets,https://app.datacamp.com/learn/practice/p/ff1c9a5b-8667-406e-9ea7-2d1e608fd75e,1,You'll compute semideviation and a Sortino ratio from monthly returns. Begin by importing math. # Build your code below: from math import prod import statistics as stats import math import numpy as np,You'll compute semideviation and a Sortino ratio from monthly returns. Begin by importing math. # Build your code below: from math import prod import statistics as stats import math import numpy as np,,
